Prénom;Nom;OU;id;mail;nom_prenom;pwd;
Richard;Eaton;GEA_BUT_3;rieaton;rieaton@beg.priv;Richard Eaton;!lIUQK#bW^1ot;Il y a un caractère spécial
Troy;Smith;GTE_BUT_3;trsmith;trsmith@beg.priv;Troy Smith;iyoyHz%frJC9E;Il y a un caractère spécial
Peggy;Wilson;GEA_BUT_1;pewilson;pewilson@beg.priv;Peggy Wilson;wr8$0meLWYM&4;Il y a un caractère spécial
Samuel;Griffith;GTE_BUT_2;sagriffith;sagriffith@beg.priv;Samuel Griffith;UNez4yullq@&B;Il y a un caractère spécial
Amy;Mitchell;CHI_BUT_2;ammitchell;ammitchell@beg.priv;Amy Mitchell;H3HD^5Ad^YzyP;Il y a un caractère spécial
Raymond;Vaughan;CHI_BUT_2;ravaughan;ravaughan@beg.priv;Raymond Vaughan;lKA*2^%E@evfp;Il y a un caractère spécial
Travis;Valencia;GEA_BUT_3;trvalencia;trvalencia@beg.priv;Travis Valencia;#J&a&Pg3JM76N;Il y a un caractère spécial
Troy;Owens;QLI_BUT_1;trowens;trowens@beg.priv;Troy Owens;m2H@o$G@W5HeK;Il y a un caractère spécial
Miranda;Barr;GEA_BUT_1;mibarr;mibarr@beg.priv;Miranda Barr;mvjD&&iZI#zLg;Il y a un caractère spécial
Carrie;Scott;GEA_BUT_1;cascott;cascott@beg.priv;Carrie Scott;myC&3VlYW#7xI;Il y a un caractère spécial
Larry;Anderson;CHI_BUT_1;laanderson;laanderson@beg.priv;Larry Anderson;X60ILP&^NvHbU;Il y a un caractère spécial
Jason;Vaughn;GTE_BUT_3;javaughn;javaughn@beg.priv;Jason Vaughn;OVS$B9hR7KyNA;Il y a un caractère spécial
Cindy;Lane;GTE_BUT_2;cilane;cilane@beg.priv;Cindy Lane;W8gidWf$J2#XS;Il y a un caractère spécial
Peter;Bowers;INF_BUT_2;pebowers;pebowers@beg.priv;Peter Bowers;@y^VW9kJ4&T0i;Il y a un caractère spécial
Benjamin;Cordova;QLI_BUT_3;becordova;becordova@beg.priv;Benjamin Cordova;WB!C%2yjtIx*C;Il y a un caractère spécial
Denise;Garrison;GEA_BUT_2;degarrison;degarrison@beg.priv;Denise Garrison;byocM$CwfLB4N;Il y a un caractère spécial
Jesus;Solis;GEA_BUT_1;jesolis;jesolis@beg.priv;Jesus Solis;0czv@zFTgzXCI;Il y a un caractère spécial
Jenna;Benson;INF_BUT_3;jebenson;jebenson@beg.priv;Jenna Benson;u%vN5jvlI^MLt;Il y a un caractère spécial
Terrance;Lynch;GEA_BUT_2;telynch;telynch@beg.priv;Terrance Lynch;$gKbht*4EFlIc;Il y a un caractère spécial
John;Newton;GMP_BUT_1;jonewton;jonewton@beg.priv;John Newton;0cI^ksg4cDKjE;Il y a un caractère spécial
Paul;Powell;GEA_BUT_1;papowell;papowell@beg.priv;Paul Powell;Onb^K%V82t&IK;Il y a un caractère spécial
Heather;Sheppard;GMP_BUT_1;hesheppard;hesheppard@beg.priv;Heather Sheppard;pH4&W47^btfgv;Il y a un caractère spécial
Tiffany;Lewis;GEA_BUT_3;tilewis;tilewis@beg.priv;Tiffany Lewis;gOBKh%EwHv4Jo;Il y a un caractère spécial
Robert;Fuentes;CHI_BUT_2;rofuentes;rofuentes@beg.priv;Robert Fuentes;x^3XFV5w0RZ^Q;Il y a un caractère spécial
Jason;Washington;INF_BUT_2;jawashington;jawashington@beg.priv;Jason Washington;rCGeURS!Esbj&;Il y a un caractère spécial
Jason;Campbell;GEA_BUT_3;jacampbell;jacampbell@beg.priv;Jason Campbell;TfEvg*@ldCVIe;Il y a un caractère spécial
Ricky;Campos;CHI_BUT_3;ricampos;ricampos@beg.priv;Ricky Campos;zc%c9gU$h7t25;Il y a un caractère spécial
Carlos;Perez;GTE_BUT_1;caperez;caperez@beg.priv;Carlos Perez;!Vv#&6fk*%Qlx;Il y a un caractère spécial
Stephanie;Logan;GMP_BUT_3;stlogan;stlogan@beg.priv;Stephanie Logan;wt%IeH0M4Y#R*;Il y a un caractère spécial
Riley;Shelton;INF_BUT_1;rishelton;rishelton@beg.priv;Riley Shelton;^*C&ZncL9L&b2;Il y a un caractère spécial
Christine;Rodriguez;GEA_BUT_3;chrodriguez;chrodriguez@beg.priv;Christine Rodriguez;wSgCOmV@rIBE^;Il y a un caractère spécial
John;Carter;CHI_BUT_3;jocarter;jocarter@beg.priv;John Carter;Sayz@!A!cn%s*;Il y a un caractère spécial
Darin;Gomez;GTE_BUT_1;dagomez;dagomez@beg.priv;Darin Gomez;kLe!%8HlaMQN4;Il y a un caractère spécial
Kathryn;Phillips;INF_BUT_2;kaphillips;kaphillips@beg.priv;Kathryn Phillips;GIew74b@iZPP6;Il y a un caractère spécial
Daniel;King;GTE_BUT_2;daking;daking@beg.priv;Daniel King;PPmlWM%4*plS1;Il y a un caractère spécial
Jorge;Johnson;CHI_BUT_1;jojohnson;jojohnson@beg.priv;Jorge Johnson;y$&z@T^vT^9iO;Il y a un caractère spécial
Mark;Glenn;QLI_BUT_1;maglenn;maglenn@beg.priv;Mark Glenn;BPWm#LHt!s**x;Il y a un caractère spécial
Darius;Gordon;GEA_BUT_3;dagordon;dagordon@beg.priv;Darius Gordon;*FOWcC1i*cO^%;Il y a un caractère spécial
David;Herrera;GEA_BUT_1;daherrera;daherrera@beg.priv;David Herrera;%pxdmYqBwg&9^;Il y a un caractère spécial
Andrea;Bennett;QLI_BUT_2;anbennett;anbennett@beg.priv;Andrea Bennett;&#2Kdkeh@t6j4;Il y a un caractère spécial
Mike;Perez;INF_BUT_2;miperez;miperez@beg.priv;Mike Perez;SpVf^m!@0uE9x;Il y a un caractère spécial
Stephanie;Potter;QLI_BUT_3;stpotter;stpotter@beg.priv;Stephanie Potter;VFGzaI%I*n#II;Il y a un caractère spécial
Kyle;Lee;INF_BUT_1;kylee;kylee@beg.priv;Kyle Lee;pQJ@aSAC%je^R;Il y a un caractère spécial
Lori;Brady;INF_BUT_2;lobrady;lobrady@beg.priv;Lori Brady;MpKN01Y1dw#6x;Il y a un caractère spécial
Willie;Bailey;CHI_BUT_2;wibailey;wibailey@beg.priv;Willie Bailey;@Oed%f^$JEzm8;Il y a un caractère spécial
Micheal;Logan;INF_BUT_3;milogan;milogan@beg.priv;Micheal Logan;^#sTl8FwZMFDB;Il y a un caractère spécial
Cory;Wang;CHI_BUT_3;cowang;cowang@beg.priv;Cory Wang;cOeUEzdcQ%n0V;Il y a un caractère spécial
Alexander;Wright;GEA_BUT_3;alwright;alwright@beg.priv;Alexander Wright;#v9q8eSj9jCgJ;Il y a un caractère spécial
David;Webster;GMP_BUT_3;dawebster;dawebster@beg.priv;David Webster;dfK&8EqYA#&UL;Il y a un caractère spécial
Laura;Johnson;INF_BUT_1;lajohnson;lajohnson@beg.priv;Laura Johnson;24a!&d6QAKVR#;Il y a un caractère spécial
Robert;Wilkinson;QLI_BUT_2;rowilkinson;rowilkinson@beg.priv;Robert Wilkinson;C4apwl7iHy!Qj;Il y a un caractère spécial
Angela;Maxwell;QLI_BUT_1;anmaxwell;anmaxwell@beg.priv;Angela Maxwell;nptji#HXKqU7w;Il y a un caractère spécial
Jennifer;Mcfarland;GMP_BUT_3;jemcfarland;jemcfarland@beg.priv;Jennifer Mcfarland;xMeJ7W^0um#W9;Il y a un caractère spécial
William;Hall;GTE_BUT_1;wihall;wihall@beg.priv;William Hall;$XnWsO%OD$Z%B;Il y a un caractère spécial
Kathleen;Dunn;CHI_BUT_3;kadunn;kadunn@beg.priv;Kathleen Dunn;$bxFzGPgycLJQ;Il y a un caractère spécial
Savannah;Flores;GEA_BUT_2;saflores;saflores@beg.priv;Savannah Flores;IQp^0v%blM!SF;Il y a un caractère spécial
Brian;Gonzalez;GTE_BUT_3;brgonzalez;brgonzalez@beg.priv;Brian Gonzalez;njTaG^KPw0^z2;Il y a un caractère spécial
Leslie;Phillips;GEA_BUT_1;lephillips;lephillips@beg.priv;Leslie Phillips;ar*tcwNFl!zyM;Il y a un caractère spécial
Veronica;Fox;CHI_BUT_3;vefox;vefox@beg.priv;Veronica Fox;m%*nPOKSBeT2X;Il y a un caractère spécial
Patricia;Grant;GMP_BUT_3;pagrant;pagrant@beg.priv;Patricia Grant;^3B44t4iE!8OE;Il y a un caractère spécial
Christina;Morgan;CHI_BUT_2;chmorgan;chmorgan@beg.priv;Christina Morgan;P6@H@uctS%ZC1;Il y a un caractère spécial
Joe;Evans;QLI_BUT_1;joevans;joevans@beg.priv;Joe Evans;4w!vD9vfy#UHt;Il y a un caractère spécial
Mark;Bell;INF_BUT_2;mabell;mabell@beg.priv;Mark Bell;xau*@i0Fr!lT!;Il y a un caractère spécial
Christopher;Marsh;INF_BUT_2;chmarsh;chmarsh@beg.priv;Christopher Marsh;3jbMUTA!ldb9b;Il y a un caractère spécial
Sandra;Curry;GTE_BUT_3;sacurry;sacurry@beg.priv;Sandra Curry;Sa#cBTHl6h#f3;Il y a un caractère spécial
Debra;Johnson;QLI_BUT_3;dejohnson;dejohnson@beg.priv;Debra Johnson;JN8*n#2YuaJzi;Il y a un caractère spécial
Joy;Wagner;INF_BUT_1;jowagner;jowagner@beg.priv;Joy Wagner;d#QeZmEhrhQfl;Il y a un caractère spécial
Jennifer;Elliott;GTE_BUT_1;jeelliott;jeelliott@beg.priv;Jennifer Elliott;hP2lxr@!44^W6;Il y a un caractère spécial
Andrea;Smith;CHI_BUT_1;ansmith;ansmith@beg.priv;Andrea Smith;MMu0IvGnL!xo0;Il y a un caractère spécial
Theresa;Smith;QLI_BUT_1;thsmith;thsmith@beg.priv;Theresa Smith;9D3Uvc%Iku%B3;Il y a un caractère spécial
Tyler;Clay;GEA_BUT_1;tyclay;tyclay@beg.priv;Tyler Clay;VERl#$zaYA*Li;Il y a un caractère spécial
Oscar;Riley;GMP_BUT_2;osriley;osriley@beg.priv;Oscar Riley;X2b84%puSBB$L;Il y a un caractère spécial
Daniel;Rios;GMP_BUT_2;darios;darios@beg.priv;Daniel Rios;@Yme5%6UFE!*l;Il y a un caractère spécial
Sarah;Hill;INF_BUT_2;sahill;sahill@beg.priv;Sarah Hill;N3CU^ZBHatAap;Il y a un caractère spécial
Jack;Clark;GEA_BUT_1;jaclark;jaclark@beg.priv;Jack Clark;fuP@0spKbOoei;Il y a un caractère spécial
Donald;Kirk;QLI_BUT_3;dokirk;dokirk@beg.priv;Donald Kirk;hv#F!5&Uy!DJx;Il y a un caractère spécial
Sara;Thomas;GEA_BUT_1;sathomas;sathomas@beg.priv;Sara Thomas;PP0oW%Q^iU7c0;Il y a un caractère spécial
Shirley;Johnson;GEA_BUT_2;shjohnson;shjohnson@beg.priv;Shirley Johnson;W9@*OoU!x9aeN;Il y a un caractère spécial
James;Koch;GTE_BUT_1;jakoch;jakoch@beg.priv;James Koch;u9sa!YWUP^x*e;Il y a un caractère spécial
Timothy;Powell;INF_BUT_2;tipowell;tipowell@beg.priv;Timothy Powell;e*ytpo^$#%dKm;Il y a un caractère spécial
Katie;Hoffman;GEA_BUT_1;kahoffman;kahoffman@beg.priv;Katie Hoffman;W1@L2cuP$8gMj;Il y a un caractère spécial
Joshua;Elliott;QLI_BUT_2;joelliott;joelliott@beg.priv;Joshua Elliott;5jGOljZ%uZIRa;Il y a un caractère spécial
Heather;Valdez;GMP_BUT_1;hevaldez;hevaldez@beg.priv;Heather Valdez;vX@K^0Zb7$@Ny;Il y a un caractère spécial
Maurice;Mcconnell;GTE_BUT_3;mamcconnell;mamcconnell@beg.priv;Maurice Mcconnell;oC^2g^u%nbs&E;Il y a un caractère spécial
Barbara;Bullock;CHI_BUT_3;babullock;babullock@beg.priv;Barbara Bullock;9U2BA#$#Br@HL;Il y a un caractère spécial
Karen;Meadows;CHI_BUT_2;kameadows;kameadows@beg.priv;Karen Meadows;8^oITvvkh&JiU;Il y a un caractère spécial
Andrew;Gross;CHI_BUT_3;angross;angross@beg.priv;Andrew Gross;oEWJ@aKkqVqhp;Il y a un caractère spécial
Antonio;Shepherd;GEA_BUT_2;anshepherd;anshepherd@beg.priv;Antonio Shepherd;OqStbq!9u#HvM;Il y a un caractère spécial
Laura;Pittman;CHI_BUT_2;lapittman;lapittman@beg.priv;Laura Pittman;%##b7Vn!Hx9hr;Il y a un caractère spécial
Timothy;Bennett;GMP_BUT_2;tibennett;tibennett@beg.priv;Timothy Bennett;y&b$cX$pC$GtS;Il y a un caractère spécial
Katherine;Carter;INF_BUT_1;kacarter;kacarter@beg.priv;Katherine Carter;F9^eDw!1jcK@!;Il y a un caractère spécial
Daniel;Gray;CHI_BUT_2;dagray;dagray@beg.priv;Daniel Gray;#BPvMBknHe$Tb;Il y a un caractère spécial
Roger;Fernandez;CHI_BUT_1;rofernandez;rofernandez@beg.priv;Roger Fernandez;z%c&vapzE#7RO;Il y a un caractère spécial
Lee;Gomez;INF_BUT_1;legomez;legomez@beg.priv;Lee Gomez;&Rp80an13@$H!;Il y a un caractère spécial
Wesley;Hicks;INF_BUT_3;wehicks;wehicks@beg.priv;Wesley Hicks;S4YSeZJ7bwR^e;Il y a un caractère spécial
Amy;Vaughn;GTE_BUT_2;amvaughn;amvaughn@beg.priv;Amy Vaughn;998!bAX#GlNMa;Il y a un caractère spécial
Rita;Martinez;QLI_BUT_2;rimartinez;rimartinez@beg.priv;Rita Martinez;49Mx#vwZMLqzV;Il y a un caractère spécial
Hannah;Scott;GEA_BUT_1;hascott;hascott@beg.priv;Hannah Scott;0Wfs9#@KiE9%v;Il y a un caractère spécial
Joshua;Wilson;INF_BUT_1;jowilson;jowilson@beg.priv;Joshua Wilson;&lQRtq^0Ft%U0;Il y a un caractère spécial
Destiny;Arnold;CHI_BUT_3;dearnold;dearnold@beg.priv;Destiny Arnold;y^OTdtZLLO37L;Il y a un caractère spécial
Dana;Hicks;GEA_BUT_3;dahicks;dahicks@beg.priv;Dana Hicks;Dc#H^43dk$tzj;Il y a un caractère spécial
Angelica;Blair;GEA_BUT_1;anblair;anblair@beg.priv;Angelica Blair;TKwg&ZILfvs$%;Il y a un caractère spécial
Jonathan;Mayer;GEA_BUT_2;jomayer;jomayer@beg.priv;Jonathan Mayer;0X$wUgRaX*$kd;Il y a un caractère spécial
Yolanda;Pope;GMP_BUT_1;yopope;yopope@beg.priv;Yolanda Pope;!FNv6ifB8BDpe;Il y a un caractère spécial
Michelle;Robertson;INF_BUT_1;mirobertson;mirobertson@beg.priv;Michelle Robertson;#fARmOvWN@7Ah;Il y a un caractère spécial
Dustin;Moore;GEA_BUT_2;dumoore;dumoore@beg.priv;Dustin Moore;oXSM$359G4o^1;Il y a un caractère spécial
Dawn;Mckenzie;INF_BUT_2;damckenzie;damckenzie@beg.priv;Dawn Mckenzie;grU!ToJyJnfAH;Il y a un caractère spécial
Brian;Hall;CHI_BUT_2;brhall;brhall@beg.priv;Brian Hall;uCzP48vg#Mme^;Il y a un caractère spécial
Jenna;Giles;QLI_BUT_1;jegiles;jegiles@beg.priv;Jenna Giles;v##yaRW^RQ5vD;Il y a un caractère spécial
Jenny;Cooper;INF_BUT_2;jecooper;jecooper@beg.priv;Jenny Cooper;Di$@6yAvDP*3v;Il y a un caractère spécial
Michael;Dodson;QLI_BUT_1;midodson;midodson@beg.priv;Michael Dodson;^CsPOMfU@cE!d;Il y a un caractère spécial
Juan;Rodriguez;INF_BUT_1;jurodriguez;jurodriguez@beg.priv;Juan Rodriguez;ctAc%Jee2%Hb6;Il y a un caractère spécial
Scott;Moreno;GMP_BUT_2;scmoreno;scmoreno@beg.priv;Scott Moreno;J6zoQeI#ZM8zG;Il y a un caractère spécial
Ann;Sweeney;GMP_BUT_2;answeeney;answeeney@beg.priv;Ann Sweeney;M@Hrj4@alk5g7;Il y a un caractère spécial
Nathan;Coffey;CHI_BUT_3;nacoffey;nacoffey@beg.priv;Nathan Coffey;WB@D%M7SCmr#6;Il y a un caractère spécial
Jo;Sexton;QLI_BUT_3;josexton;josexton@beg.priv;Jo Sexton;yHM@ulfWajn%O;Il y a un caractère spécial
Joshua;Barron;GMP_BUT_1;jobarron;jobarron@beg.priv;Joshua Barron;LW#!MCNehiLb7;Il y a un caractère spécial
Andrea;Manning;GEA_BUT_1;anmanning;anmanning@beg.priv;Andrea Manning;yPVD7L5wDo0#9;Il y a un caractère spécial
Jessica;Lopez;INF_BUT_1;jelopez;jelopez@beg.priv;Jessica Lopez;jwHAofQ&#SuT$;Il y a un caractère spécial
Kelly;Carr;GMP_BUT_3;kecarr;kecarr@beg.priv;Kelly Carr;Q1glEf&$kYV&e;Il y a un caractère spécial
Jennifer;Kennedy;CHI_BUT_1;jekennedy;jekennedy@beg.priv;Jennifer Kennedy;e404W5s#RA3$%;Il y a un caractère spécial
Timothy;Wheeler;INF_BUT_3;tiwheeler;tiwheeler@beg.priv;Timothy Wheeler;!^eNhbOrVZCa7;Il y a un caractère spécial
Peter;Fleming;QLI_BUT_3;pefleming;pefleming@beg.priv;Peter Fleming;PU0G@O$G*tqRQ;Il y a un caractère spécial
Lisa;Davenport;INF_BUT_1;lidavenport;lidavenport@beg.priv;Lisa Davenport;o34D6@q8A2pV$;Il y a un caractère spécial
Barbara;Murphy;INF_BUT_1;bamurphy;bamurphy@beg.priv;Barbara Murphy;hAMa$8hLY*gZ@;Il y a un caractère spécial
Jamie;Weaver;CHI_BUT_1;jaweaver;jaweaver@beg.priv;Jamie Weaver;!dh&lB0jL!RV1;Il y a un caractère spécial
Erin;King;QLI_BUT_1;erking;erking@beg.priv;Erin King;HEOj^S%sLt6JA;Il y a un caractère spécial
Marcus;Sanchez;QLI_BUT_2;masanchez;masanchez@beg.priv;Marcus Sanchez;J^VMq@TCLMu#!;Il y a un caractère spécial
Kristine;Cooper;GEA_BUT_3;krcooper;krcooper@beg.priv;Kristine Cooper;&9kz!^mx377*g;Il y a un caractère spécial
Suzanne;Davidson;GTE_BUT_2;sudavidson;sudavidson@beg.priv;Suzanne Davidson;e^z4#6h9YajEx;Il y a un caractère spécial
Dakota;Shah;GTE_BUT_3;dashah;dashah@beg.priv;Dakota Shah;ChMd5!MAy5kh8;Il y a un caractère spécial
Frank;Smith;GTE_BUT_1;frsmith;frsmith@beg.priv;Frank Smith;bBaDipMgN2D$f;Il y a un caractère spécial
Jorge;Simon;QLI_BUT_3;josimon;josimon@beg.priv;Jorge Simon;zpc8nVd*T$gWL;Il y a un caractère spécial
Leslie;Woods;CHI_BUT_1;lewoods;lewoods@beg.priv;Leslie Woods;4Ysl!SYkm43Cq;Il y a un caractère spécial
Christopher;Alexander;GEA_BUT_1;chalexander;chalexander@beg.priv;Christopher Alexander;!wrq#OJf1mDC3;Il y a un caractère spécial
Anthony;Lewis;CHI_BUT_2;anlewis;anlewis@beg.priv;Anthony Lewis;^%u$PPN6$M9QZ;Il y a un caractère spécial
Gloria;Brown;GMP_BUT_1;glbrown;glbrown@beg.priv;Gloria Brown;G$fGd49@IwftW;Il y a un caractère spécial
Angel;Hudson;QLI_BUT_3;anhudson;anhudson@beg.priv;Angel Hudson;pAr^HJVepeaEw;Il y a un caractère spécial
Danielle;Schultz;INF_BUT_2;daschultz;daschultz@beg.priv;Danielle Schultz;jqGTiLb8gi$le;Il y a un caractère spécial
Darlene;Davis;GMP_BUT_1;dadavis;dadavis@beg.priv;Darlene Davis;lkizuc&L#7zi9;Il y a un caractère spécial
Katherine;Hendrix;CHI_BUT_1;kahendrix;kahendrix@beg.priv;Katherine Hendrix;Wtu@zHy^^SPJs;Il y a un caractère spécial
Luis;Saunders;CHI_BUT_1;lusaunders;lusaunders@beg.priv;Luis Saunders;ad1@HJ7W*t4u^;Il y a un caractère spécial
Robert;Montoya;CHI_BUT_2;romontoya;romontoya@beg.priv;Robert Montoya;$USb#m$4U!p!9;Il y a un caractère spécial
Patricia;Roach;GEA_BUT_3;paroach;paroach@beg.priv;Patricia Roach;mm#$3IYLye!OL;Il y a un caractère spécial
Kelsey;Santos;GTE_BUT_3;kesantos;kesantos@beg.priv;Kelsey Santos;CLmWNN6X@2AwV;Il y a un caractère spécial
Joseph;Turner;QLI_BUT_2;joturner;joturner@beg.priv;Joseph Turner;z0Sx6Hv^pW1$L;Il y a un caractère spécial
Jacqueline;Powell;INF_BUT_2;japowell;japowell@beg.priv;Jacqueline Powell;y$NaGSUy^VI2p;Il y a un caractère spécial
Andrea;Nelson;QLI_BUT_1;annelson;annelson@beg.priv;Andrea Nelson;G%7am$myrFN3v;Il y a un caractère spécial
Ronald;Murphy;GEA_BUT_2;romurphy;romurphy@beg.priv;Ronald Murphy;o^omx5!12eTto;Il y a un caractère spécial
Sean;Sexton;INF_BUT_3;sesexton;sesexton@beg.priv;Sean Sexton;CmKI22^8oN6Wb;Il y a un caractère spécial
Nicholas;Mack;INF_BUT_1;nimack;nimack@beg.priv;Nicholas Mack;Re7e9HpuD^Bgh;Il y a un caractère spécial
Bryan;Rodriguez;QLI_BUT_3;brrodriguez;brrodriguez@beg.priv;Bryan Rodriguez;HCx8ctD#ZrvFJ;Il y a un caractère spécial
Claire;Ford;GTE_BUT_3;clford;clford@beg.priv;Claire Ford;xek&xn^PDcsg^;Il y a un caractère spécial
Justin;Davis;GTE_BUT_1;judavis;judavis@beg.priv;Justin Davis;^x$jCnKkub1E0;Il y a un caractère spécial
Tonya;Day;INF_BUT_1;today;today@beg.priv;Tonya Day;DO3a$!B#3i!&L;Il y a un caractère spécial
Christina;Snow;QLI_BUT_2;chsnow;chsnow@beg.priv;Christina Snow;Z#Ej^!Wd3YDeA;Il y a un caractère spécial
Marcus;Orr;GTE_BUT_3;maorr;maorr@beg.priv;Marcus Orr;gXs#Vl@Q$TDLt;Il y a un caractère spécial
Sarah;Johnson;GEA_BUT_1;sajohnson;sajohnson@beg.priv;Sarah Johnson;5pK!ghr&x882r;Il y a un caractère spécial
Kelly;Morris;QLI_BUT_3;kemorris;kemorris@beg.priv;Kelly Morris;Yqt4$y5#V&GgA;Il y a un caractère spécial
Diamond;Williams;INF_BUT_3;diwilliams;diwilliams@beg.priv;Diamond Williams;KJO%lomScVWIK;Il y a un caractère spécial
Matthew;Edwards;GTE_BUT_3;maedwards;maedwards@beg.priv;Matthew Edwards;pw%Xpo!$wobBo;Il y a un caractère spécial
Brittney;Hamilton;CHI_BUT_3;brhamilton;brhamilton@beg.priv;Brittney Hamilton;$XQv%$QGqdWmA;Il y a un caractère spécial
Joseph;Hendricks;INF_BUT_1;johendricks;johendricks@beg.priv;Joseph Hendricks;kk8*MaEnF%bDz;Il y a un caractère spécial
Derrick;Townsend;QLI_BUT_3;detownsend;detownsend@beg.priv;Derrick Townsend;rQS@hq0jflR8m;Il y a un caractère spécial
Lauren;Hodge;CHI_BUT_1;lahodge;lahodge@beg.priv;Lauren Hodge;o$OUf1imv!%Gt;Il y a un caractère spécial
Cody;Wilson;CHI_BUT_1;cowilson;cowilson@beg.priv;Cody Wilson;aew%sCEX49%R@;Il y a un caractère spécial
Phyllis;Mccormick;GTE_BUT_2;phmccormick;phmccormick@beg.priv;Phyllis Mccormick;cxA6!y&17bm87;Il y a un caractère spécial
Jose;Cross;GEA_BUT_1;jocross;jocross@beg.priv;Jose Cross;J0YP0B4K!ZH4f;Il y a un caractère spécial
Mary;Campbell;QLI_BUT_2;macampbell;macampbell@beg.priv;Mary Campbell;D##utFr!$eX%P;Il y a un caractère spécial
Steven;Cunningham;GMP_BUT_2;stcunningham;stcunningham@beg.priv;Steven Cunningham;uU$q9PI4pQOJR;Il y a un caractère spécial
Ashley;Armstrong;GMP_BUT_2;asarmstrong;asarmstrong@beg.priv;Ashley Armstrong;!o1R8Ba1i9dF%;Il y a un caractère spécial
Tim;Leblanc;GTE_BUT_3;tileblanc;tileblanc@beg.priv;Tim Leblanc;hS^iB4S$7f!lJ;Il y a un caractère spécial
Mark;Reid;GMP_BUT_2;mareid;mareid@beg.priv;Mark Reid;AEAON3^YKix3M;Il y a un caractère spécial
Jeffrey;Davis;GEA_BUT_2;jedavis;jedavis@beg.priv;Jeffrey Davis;Hc%FCL7Y58#EM;Il y a un caractère spécial
Robert;Ware;CHI_BUT_1;roware;roware@beg.priv;Robert Ware;*vv^@c7%L2&Xb;Il y a un caractère spécial
Heather;Gonzalez;CHI_BUT_3;hegonzalez;hegonzalez@beg.priv;Heather Gonzalez;vwmyw9&Yc#GyQ;Il y a un caractère spécial
Samantha;Franco;CHI_BUT_1;safranco;safranco@beg.priv;Samantha Franco;^uTg%#6db#Xk5;Il y a un caractère spécial
Anthony;Lopez;GEA_BUT_1;anlopez;anlopez@beg.priv;Anthony Lopez;b7#Y*S1#8*kY5;Il y a un caractère spécial
April;Martinez;QLI_BUT_1;apmartinez;apmartinez@beg.priv;April Martinez;#i^egF2HL!xWs;Il y a un caractère spécial
Alexandra;Lamb;GMP_BUT_3;allamb;allamb@beg.priv;Alexandra Lamb;6JyW@WRm9EYpb;Il y a un caractère spécial
Joshua;Erickson;CHI_BUT_2;joerickson;joerickson@beg.priv;Joshua Erickson;PC$z3rKc^Bz$m;Il y a un caractère spécial
Cynthia;Williams;QLI_BUT_3;cywilliams;cywilliams@beg.priv;Cynthia Williams;azP$&c%$6M3OO;Il y a un caractère spécial
Shelly;Smith;INF_BUT_3;shsmith;shsmith@beg.priv;Shelly Smith;u^if$lEVVRF2u;Il y a un caractère spécial
Kevin;Mitchell;GMP_BUT_2;kemitchell;kemitchell@beg.priv;Kevin Mitchell;GLj09a2@BZf%#;Il y a un caractère spécial
Stephen;Simpson;QLI_BUT_3;stsimpson;stsimpson@beg.priv;Stephen Simpson;Kp#x5M1hJW%%d;Il y a un caractère spécial
Joseph;Cohen;CHI_BUT_3;jocohen;jocohen@beg.priv;Joseph Cohen;hrCP4#0yX!GJO;Il y a un caractère spécial
Danielle;Reeves;GTE_BUT_2;dareeves;dareeves@beg.priv;Danielle Reeves;WaZH#PT%RgYEB;Il y a un caractère spécial
Heather;Moore;GMP_BUT_2;hemoore;hemoore@beg.priv;Heather Moore;N#nK4ya3cX%lS;Il y a un caractère spécial
Lisa;Hayes;CHI_BUT_3;lihayes;lihayes@beg.priv;Lisa Hayes;a$MD78R8!6zf@;Il y a un caractère spécial
Alexis;Bailey;GEA_BUT_3;albailey;albailey@beg.priv;Alexis Bailey;wlU*#1OE8XsaE;Il y a un caractère spécial
Christine;Hayes;CHI_BUT_3;chhayes;chhayes@beg.priv;Christine Hayes;gPPKOZHfIK4%n;Il y a un caractère spécial
Annette;Kim;GMP_BUT_3;ankim;ankim@beg.priv;Annette Kim;YZb@l*g0$g!Bk;Il y a un caractère spécial
Deanna;Gonzalez;CHI_BUT_3;degonzalez;degonzalez@beg.priv;Deanna Gonzalez;D^HEoC8s&Rb$Z;Il y a un caractère spécial
Anne;Pierce;INF_BUT_2;anpierce;anpierce@beg.priv;Anne Pierce;c!sMYwU@rrT@S;Il y a un caractère spécial
Eric;Hall;GTE_BUT_1;erhall;erhall@beg.priv;Eric Hall;UXPDq5iGGv^AW;Il y a un caractère spécial
Kelly;Carpenter;GEA_BUT_3;kecarpenter;kecarpenter@beg.priv;Kelly Carpenter;pzkREtemeW#n!;Il y a un caractère spécial
Lauren;Andrade;GMP_BUT_3;laandrade;laandrade@beg.priv;Lauren Andrade;h*Vf%pSfkEd^A;Il y a un caractère spécial
Walter;Silva;QLI_BUT_1;wasilva;wasilva@beg.priv;Walter Silva;9Q!R8ts#R48M$;Il y a un caractère spécial
Michael;Petersen;GEA_BUT_3;mipetersen;mipetersen@beg.priv;Michael Petersen;f@7uk2lzo&VWY;Il y a un caractère spécial
Jennifer;Yang;QLI_BUT_3;jeyang;jeyang@beg.priv;Jennifer Yang;IFj%B4B!Ol#Z*;Il y a un caractère spécial
